professor_name,apiVersion,script,name,likelyGender,genderScale,score,probabilityCalibrated
Kevin  Powers,namsor_api_2.1.4,LATIN,Kevin  Powers,male,-0.814088095163304,9.760436457900184,0.907044047581652
Kim  Humphrey,namsor_api_2.1.4,LATIN,Kim  Humphrey,female,0.14776589297427956,1.4545381534128126,0.5738829464871398
Kimberly  Merriman,namsor_api_2.1.4,LATIN,Kimberly  Merriman,female,0.41806471441706616,5.814363482780138,0.7090323572085331
Kujon  Lee,namsor_api_2.1.4,LATIN,Kujon  Lee,male,-0.3197527849061599,2.6834807718185942,0.6598763924530799
Kyle  Taylor,namsor_api_2.1.4,LATIN,Kyle  Taylor,male,-0.38630825473406194,4.667813145061729,0.693154127367031
Lance  Breger,namsor_api_2.1.4,LATIN,Lance  Breger,male,-0.38945499818647966,4.925674891435591,0.6947274990932398
Laura  Duncan,namsor_api_2.1.4,LATIN,Laura  Duncan,female,0.42227348081176186,5.928464534770214,0.7111367404058809
Lauren  Garner,namsor_api_2.1.4,LATIN,Lauren  Garner,female,0.34124285848461966,3.1623911463641434,0.6706214292423098
Lauren  Gold,namsor_api_2.1.4,LATIN,Lauren  Gold,female,0.38049927144270645,3.8455371896229877,0.6902496357213532
Leslie  Chang,namsor_api_2.1.4,LATIN,Leslie  Chang,female,0.38063814726615885,3.882883711788182,0.6903190736330794
Leslie  Change,namsor_api_2.1.4,LATIN,Leslie  Change,female,0.38293869632296995,4.449108854655506,0.691469348161485
Linda  Arena,namsor_api_2.1.4,LATIN,Linda  Arena,female,0.7778905418115847,8.992756869965035,0.8889452709057923
Lindsey  Wilkinson,namsor_api_2.1.4,LATIN,Lindsey  Wilkinson,female,0.381796593824663,4.26145346484752,0.6908982969123315
Loro  Kujjo,namsor_api_2.1.4,LATIN,Loro  Kujjo,male,-0.43592197109679254,6.231032378002226,0.7179609855483963
Louis  Baron,namsor_api_2.1.4,LATIN,Louis  Baron,male,-0.7953829952538516,9.231495077480858,0.8976914976269258
Lucy  Pickering,namsor_api_2.1.4,LATIN,Lucy  Pickering,female,0.39942873314310456,5.271541692311985,0.6997143665715523
Lynne  Matthews,namsor_api_2.1.4,LATIN,Lynne  Matthews,female,0.5559215938878219,7.510845971130934,0.777960796943911
Mahmoud  Abdel-Fattah,namsor_api_2.1.4,LATIN,Mahmoud  Abdel-Fattah,male,-0.8177063891585394,9.966202494804264,0.9088531945792697
Marcia  Clay,namsor_api_2.1.4,LATIN,Marcia  Clay,female,0.43266680548345393,6.183705661748149,0.716333402741727
Maren  Scull,namsor_api_2.1.4,LATIN,Maren  Scull,female,0.3768172985416298,3.667736241470422,0.6884086492708149
Maren  Wilson,namsor_api_2.1.4,LATIN,Maren  Wilson,female,0.34681367216341497,3.2274392831438234,0.6734068360817075
Margaret  Ivey,namsor_api_2.1.4,LATIN,Margaret  Ivey,female,0.3423336062567599,3.174824354765533,0.67116680312838
Maria  Dennis,namsor_api_2.1.4,LATIN,Maria  Dennis,female,0.4921480658491948,6.964916193397968,0.7460740329245974
Mark  Kaufman,namsor_api_2.1.4,LATIN,Mark  Kaufman,male,-0.8248120249419348,10.18582495986226,0.9124060124709674
Mark  Young,namsor_api_2.1.4,LATIN,Mark  Young,male,-0.8162105251243319,9.875949609773144,0.908105262562166
Marvin  Hackett,namsor_api_2.1.4,LATIN,Marvin  Hackett,male,-0.7561945441053308,8.758926229963222,0.8780972720526654
Mary  Wall,namsor_api_2.1.4,LATIN,Mary  Wall,female,0.38172213401029587,4.232474240391369,0.6908610670051479
Mary  Weber,namsor_api_2.1.4,LATIN,Mary  Weber,female,0.38055531358370587,3.860447485333154,0.6902776567918529
Mary Ellen  Pantazis,namsor_api_2.1.4,LATIN,Mary Ellen  Pantazis,female,0.5346573635234262,7.326918025235628,0.7673286817617131
Matthew  Austin,namsor_api_2.1.4,LATIN,Matthew  Austin,male,-0.9064815028215405,11.378479989431838,0.9532407514107702
Maureen  Demaio,namsor_api_2.1.4,LATIN,Maureen  Demaio,female,0.32881040728060396,2.9312952110079635,0.664405203640302
Maurice  Ivy,namsor_api_2.1.4,LATIN,Maurice  Ivy,male,-0.3540691024093119,3.3184818685276554,0.6770345512046559
Melanie  Beasley,namsor_api_2.1.4,LATIN,Melanie  Beasley,female,0.4523393047389248,6.511128401757517,0.7261696523694624
Melissa  Vanderlely,namsor_api_2.1.4,LATIN,Melissa  Vanderlely,female,0.6782248603838161,8.227166589552482,0.8391124301919081
Michael  Cooney,namsor_api_2.1.4,LATIN,Michael  Cooney,male,-0.8448946639260946,10.37371565107155,0.9224473319630473
Michael  Pickup,namsor_api_2.1.4,LATIN,Michael  Pickup,male,-0.8975300080074493,11.154032793820107,0.9487650040037247
Michael  Rodgers,namsor_api_2.1.4,LATIN,Michael  Rodgers,male,-0.8636598057371763,10.588319252133815,0.9318299028685881
Michael  Sears,namsor_api_2.1.4,LATIN,Michael  Sears,male,-0.8664609672332264,10.624704977880363,0.9332304836166132
Michael  Stewart,namsor_api_2.1.4,LATIN,Michael  Stewart,male,-0.8687160625959867,10.65499098649255,0.9343580312979933
Michelle  Morgan,namsor_api_2.1.4,LATIN,Michelle  Morgan,female,0.4829768288949734,6.860744119876941,0.7414884144474867
Michiyo  Kirkpatrick,namsor_api_2.1.4,LATIN,Michiyo  Kirkpatrick,female,0.355847486014256,3.3420232055469086,0.677923743007128
Mike  Schadd,namsor_api_2.1.4,LATIN,Mike  Schadd,male,-0.42004347290296407,5.866400326616073,0.710021736451482
Mike  Yensz,namsor_api_2.1.4,LATIN,Mike  Yensz,male,-0.41429415959827853,5.722090958904531,0.7071470797991393
Mitch  Ohriner,namsor_api_2.1.4,LATIN,Mitch  Ohriner,male,-0.4184286233075232,5.8237336373828725,0.7092143116537616
Nancy  Olsen,namsor_api_2.1.4,LATIN,Nancy  Olsen,female,0.39001413692138587,4.979221829016993,0.6950070684606929
Nancy  Roseblum,namsor_api_2.1.4,LATIN,Nancy  Roseblum,female,0.3963832683482642,5.188141991389131,0.6981916341741321
Natalie  Lick,namsor_api_2.1.4,LATIN,Natalie  Lick,female,0.46766014878603257,6.7077946261250645,0.7338300743930163
