professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Adeline  Ortiz,Lehman College,Business department, Bronx, NY,2,2.4,,4.8,,10,12/30/2009,BBA336,2.0,5.0,,,,,,1,0,She is a tough cookie and her test are hard. You should stay on top of the reading all semester because if you wait to study the night before a test you will be screwed. Her passing grade is a 70 and her test are long and hard. She is a pretty cool professor overall.
Adeline  Ortiz,Lehman College,Business department, Bronx, NY,2,2.4,,4.8,,10,07/13/2009,BBA304,1.5,5.0,,,,,,2,0,She is the worst professor in the business dept. I passed both midterm and finals with B+ and she gave me a C+ for a final grade. She doesn\'t care for her students and doesn\'t care to fail anyone. Pathetice professor don\'t waste your time.
Adeline  Ortiz,Lehman College,Business department, Bronx, NY,2,2.4,,4.8,,10,07/13/2009,BBA304,2.0,5.0,,,,,,2,0,This must be the worst professor in the Business Dept. I believe she was known as Professor Pina. I got an 85 on my midterm and she gave me a C+ as a final grade. All she does is speak of her personal life. Please stay away.
Jean-Pierre  Dussault,Universite de Sherbrooke,Mathematics department, Sherbrooke, QC,0,4.7,,2.3,,3,12/20/2012,ROP630,4.0,5.0,,,,,,0,0,"Outre le fait qu\'il pointe ce qu\'il a effac\xc3\xa9 au tableau, c\'est un prof qui a une passion pour sa mati\xc3\xa8re et qui est en mesure de la communiquer."
Jean-Pierre  Dussault,Universite de Sherbrooke,Mathematics department, Sherbrooke, QC,0,4.7,,2.3,,3,06/24/2012,ROP630,5.0,1.0,,,,,,0,0,"Apportez vos crayons de couleur, ils sont important pour ce cours!"
Jean-Pierre  Dussault,Universite de Sherbrooke,Mathematics department, Sherbrooke, QC,0,4.7,,2.3,,3,01/12/2012,MATH125,5.0,1.0,,,,,,0,0,J\'ai trop aim\xc3\xa9 ce proff. Son devoir zero est trop nulle mais le reste du cours est super interessant.
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,02/09/2016,HUM1030,1.5,1.0,Mandatory,Yes,,A,PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.  GET READY TO READ,0,1,This teacher is aweful. Doesn\'t clearly explain assignments or due dates and is very unclear. Although it\'s an easy A I wouldn\'t ever take her again.
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,01/14/2013,ENG110,3.0,1.0,,,,,,1,1,Easy A as long as you attend class. Never on topic. Talks about everything!
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,11/01/2011,ENG1010,4.5,1.0,,,,,,0,0,She is very random. funny. loves to talk about everything!
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,09/03/2009,ENG110,3.5,1.0,,,,,,0,1,This teacher is great but she is not going to teach you anything! Easy A!
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,08/11/2009,ENGL1010,4.5,1.0,,,,,,0,0,she is hilarious and crazy but you won\'t learn anything in her class.
Iris  Coffey,Columbia State Community College,Humanities department, Columbia, TN,7,3.6,,1.0,Skip class? You won\'t pass. (1)  Get ready to read (1)  Participation matters (1),6,02/04/2009,HUM1030,4.5,1.0,,,,,,0,0,Great teacher. Extremely nice and fun.
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,11/27/2016,ENG1311,5.0,2.0,Not Mandatory,Yes,Yes,A,GIVES GOOD FEEDBACK  RESPECTED,0,0,"Professor Wright was one of my favorites! His class was super easy, only 5 essays and a couple of quizzes throughout the year which wasn\'t too bad! Attendance isn\'t mandatory, he does give you a few chances. Overall, great man! Definitely recommend his class."
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,11/13/2015,ENGL1311L,4.5,2.0,Mandatory,Yes,Yes,A,CARING  GIVES GOOD FEEDBACK,0,0,"His class was one of my favorite classes, he is very understanding and stays after class to chat or to talk about grades or assignments. When he takes attendance, he asks questions about a topic and that pretty much the participation. Professor Wright does assign readings for quizzes but they\'re so easy if you read. Definitely recommend!"
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,09/17/2015,ENG1311,5.0,2.0,Mandatory,Yes,,A+,INSPIRATIONAL  GIVES GOOD FEEDBACK  PARTICIPATION MATTERS,0,0,"Professor Wright is a marvelous teacher. He has a great way to approaching the class and has a interesting sense of humor. He is a professor that is easy to talk and easy to get along with. While being serious and focusing on reading and writing essays, he makes the learning process fun. You won\'t regret having him as a professor! (:"
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,04/30/2015,ENG1301,5.0,2.0,,Yes,Yes,,HILARIOUS  GIVES GOOD FEEDBACK,0,0,"Great teacher, always makes you do class participation by asking you funny questions. Super clear about his work. I was never a fan of English, I hated it, but his English class was so easy! Would definitely recommend to take him, his classes always fill up!"
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,11/17/2014,COMPOSITION1,5.0,1.0,,Yes,,,HILARIOUS  GIVES GOOD FEEDBACK  PARTICIPATION MATTERS,0,0,"Mr. Wright made writing papers fun, if that\'s even possible. He has a great sense of humor. He understands when things come up, but don\'t take advantage. Only wrote 3 papers and 1 revision. He never cancels class but his classes are fun, makes you want to go. Use the water and culture reader and sometimes the penguin handbook."
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,04/24/2012,ENGL1311,5.0,1.0,,,,,,0,0,LOVE this teacher. By far one of the best teachers i\'ve had the honor studying with at the pathetically average campus.
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,05/25/2011,COMPI,5.0,2.0,,,,,,0,0,He is a great teacher. His classes are actually fun.
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,12/25/2010,ENGL1312,5.0,2.0,,,,,,0,0,"Very nice professor. As long as you attend class and put a little effort into your papers you\'ll be fine. He understands if something comes up, but don\'t lie. There\'s an end of the semester presentation. Very straight forward."
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,04/14/2010,COMP1312,5.0,2.0,,,,,,0,0,Amazing professor and good looking!! :)
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,01/11/2010,ENG1013,4.5,2.0,,,,,,0,0,"This guy was great to have, and recommend anyone taking ENG COMP I to take it with this dude."
Todd  Wright,University of the Incarnate Word,English department, San Antonio, TX,7,4.9,,1.8,Gives good feedback (5)  Participation matters (2)  Hilarious (2)  Caring (1)  Inspirational (1)  Respected (1),11,02/26/2009,ENGL1321,5.0,2.0,,,,,,1,0,"Professor Wright is pretty cool, he focuses a lot on censorship which I didn\'t like much but the way he explains assignments is verrrry clear and he\'s a very fun teacher. His tests are SUPER easy it\'s a group effort, very laid back class, and dare I say FUN!"
Kendall  Friedman,Rider University,English department, Lawrenceville, NJ,3,4.1,,3.2,,5,10/11/2012,COM120,4.5,3.0,,,,,,0,0,"Even though you can only have her if you are in RAP she is one of the best teachers at rider! I had her for expository writing and research writing and did well in both. She really likes you if you work hard and follow her directions, but if you\'re lazy and show no effort...good luck. Definitely take her if you want to be a good writer!"
Kendall  Friedman,Rider University,English department, Lawrenceville, NJ,3,4.1,,3.2,,5,07/07/2010,CMP120,1.0,5.0,,,,,,1,0,"Not a good teacher very bias. She is not very accepting of Views that do not pertain to her own. Favors Girls in the class over guys. Can be passive aggressive and seem ""fake"" sometimes. I would not recommend taking her. Run and hide."
Kendall  Friedman,Rider University,English department, Lawrenceville, NJ,3,4.1,,3.2,,5,03/04/2010,CMP120,5.0,3.0,,,,,,0,0,"Kendall is the best teacher I have ever had. Gives very interesting topics to write essay on, and bends over backwards to help her students. Is very nice and I wish I could take her all four years. I would recommend to anyone"
Kendall  Friedman,Rider University,English department, Lawrenceville, NJ,3,4.1,,3.2,,5,09/25/2009,COMPWRIT,5.0,2.0,,,,,,0,0,No Comments
Kendall  Friedman,Rider University,English department, Lawrenceville, NJ,3,4.1,,3.2,,5,02/04/2009,CMP120,5.0,3.0,,,,,,0,0,"You can only have her if you\'re a RAP student which is a shame cause she\'s so great! She\'s helpful and sweet, and sincerely wants everybody to do well. She\'s the director of the student success center, so she only teaches students who go in through the RAP program, but if you do have her, you\'re very lucky. She\'s an awesome teacher!"
Philip  Fallwell,San Jacinto College - Central,Process Technology department, Pasadena, TX,0,4.0,,2.0,,1,02/04/2009,PTACINST,4.0,2.0,,,,,,0,0,He is a very generous teacher. He gives you many chances because he wants for you to understand the material. He is also friendly and always willing to answer questions if he knows the answer.
Stephanie  Hart,North Seattle College,Psychology department, Seattle, WA,2,3.9,,2.0,,5,03/05/2011,PSY100,2.5,2.0,,,,,,0,0,Heart is a nice teacher but her tests are somewhat hard. Everything is based on attendance...
Stephanie  Hart,North Seattle College,Psychology department, Seattle, WA,2,3.9,,2.0,,5,12/09/2010,PSYCH206,5.0,2.0,,,,,,0,0,I took her summer course and I really enjoyed it. She was a wonderful teacher and used a lot of case studies to demonstrate points. Her assignments were a fair ammount of work and kind of fun. There were a lot of extra credit opportunities.
Stephanie  Hart,North Seattle College,Psychology department, Seattle, WA,2,3.9,,2.0,,5,08/07/2009,PSYC101,4.5,2.0,,,,,,0,0,"Hart was great. I\'d highly recommend the class, interesting and she knows her stuff. Theres a test every week and they aren\'t very difficult and occasionally group. You need to read the text. Final exam was optional! Can be a bit tedious in class at times but was great overall."
Stephanie  Hart,North Seattle College,Psychology department, Seattle, WA,2,3.9,,2.0,,5,03/26/2009,PSYC100,5.0,1.0,,,,,,0,0,SHE IS AWESOME !!the best teacher i ever had !She is willing to help any student who have a problem !!! her tests are easy and her method of teaching is totally simple and clear !!!
Stephanie  Hart,North Seattle College,Psychology department, Seattle, WA,2,3.9,,2.0,,5,02/04/2009,PSYCH100,2.5,3.0,,,,,,0,0,No Comments
Jean  Quashnock,Carthage College,Physics department, Kenosha, WI,5,4.3,,2.5,Caring (1)  Skip class? You won\'t pass. (1)  LOTS OF HOMEWORK (1),4,04/21/2015,PHY2300W,3.5,4.0,Not Mandatory,Yes,,B,SKIP CLASS? YOU WON\'T PASS.  LOTS OF HOMEWORK  CARING,0,0,"Tough in class. Teaches the concepts, but the homework tends to be much more in depth than what is covered in class. But, if you go to him for help, he will help you until you get it. He will not simply tell you the answer, he will give you the thought process to get to the answer, which I really appreciated."
Jean  Quashnock,Carthage College,Physics department, Kenosha, WI,5,4.3,,2.5,Caring (1)  Skip class? You won\'t pass. (1)  LOTS OF HOMEWORK (1),4,01/30/2012,PHY1,5.0,3.0,,,,,,1,0,"Absolutely hands down one of the best Professors at Carthage. Funny in a quirky way, incredibly helpful and explains things so well. I promise you will love him."
Jean  Quashnock,Carthage College,Physics department, Kenosha, WI,5,4.3,,2.5,Caring (1)  Skip class? You won\'t pass. (1)  LOTS OF HOMEWORK (1),4,04/19/2010,PHYS310,3.5,2.0,,,,,,1,0,"Although he is pretty awkward, he\'s a great teacher that loves physics and helping his students."
